record_id,db_id,category,issue
1643740,card_games,feature_path_not_accessed,[native r1643740] dynamic key feature card_print_dossiers.localization_by_language does not access feature path localization.translations_by_language
1643740,card_games,unresolved_provenance_refs,"[native r1643740] unresolved provenance refs: ['foreign_data.language', 'foreign_data.name', 'cards.uuid']"
1653653,codebase_community,feature_path_not_accessed,[native r1653653] dynamic key feature community_threads.tag_thread_matrix does not access feature path taxonomy.tags_by_name
1664120,california_schools,claimed_native_constructs_absent,[native r1664120] claimed native constructs absent from MQL: ['$unwind']
1664120,california_schools,unresolved_provenance_refs,"[native r1664120] unresolved provenance refs: ['schools.GSoffered', 'frpm.Low Grade', 'frpm.High Grade', 'frpm.Percent (%) Eligible FRPM (K-12)']"
1675113,thrombosis_prediction,nested_event_filter_requirement,[native r1675113] nested event feature requires shape-preserving $filter; $unwind+$group alone is SQL-transfer shaped
1675113,thrombosis_prediction,nested_event_filter_requirement,[native r1675113] nested event feature patient_clinical_profiles.thrombosis_diagnosis_events requires shape-preserving $filter
1698876,toxicology,feature_path_not_accessed,[native r1698876] dynamic key feature molecule_graphs.assay_bonds_by_type does not access feature path assay.views.bonds_by_type
1718579,european_football_2,claimed_native_constructs_absent,[native r1718579] claimed native constructs absent from MQL: ['$unwind']
1718579,european_football_2,unresolved_provenance_refs,"[native r1718579] unresolved provenance refs: ['Player.player_api_id', 'Player_Attributes.date', 'Player_Attributes.overall_rating']"
1791286,financial,ast_allowlist_check,"[C5 r1791286] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
1792401,european_football_2,ast_allowlist_check,"[C5 r1792401] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
1792401,european_football_2,unresolved_provenance_refs,"[native r1792401] unresolved provenance refs: ['League.id', 'Match.season', 'Match.home_team_goal', 'Match.away_team_goal']"
1806736,debit_card_specializing,feature_path_not_accessed,[native r1806736] dynamic key feature fuel_product_payment_timeline.product_day_station_buckets does not access feature path payment_timeline.by_date
1812291,california_schools,ast_allowlist_check,[C5 r1812291] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
1812291,california_schools,unresolved_provenance_refs,"[native r1812291] unresolved provenance refs: ['satscores.NumTstTakr', 'frpm.FRPM Count (K-12)']"
1834734,thrombosis_prediction,ast_allowlist_check,"[C5 r1834734] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
1844689,card_games,feature_path_not_accessed,[native r1844689] dynamic key feature card_print_dossiers.localization_by_language does not access feature path localization.translations_by_language
1844689,card_games,unresolved_provenance_refs,"[native r1844689] unresolved provenance refs: ['foreign_data.language', 'foreign_data.name', 'cards.uuid']"
1848562,california_schools,claimed_native_constructs_absent,[native r1848562] claimed native constructs absent from MQL: ['$unwind']
1848562,california_schools,unresolved_provenance_refs,"[native r1848562] unresolved provenance refs: ['frpm.Enrollment (K-12)', 'frpm.FRPM Count (K-12)']"
1867312,toxicology,ast_allowlist_check,[C5 r1867312] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
1907119,card_games,feature_path_not_accessed,[native r1907119] dynamic key feature card_print_dossiers.rulings_by_year does not access feature path rulings.by_year
1907119,card_games,unresolved_provenance_refs,"[native r1907119] unresolved provenance refs: ['rulings.date', 'rulings.text', 'cards.uuid']"
1919094,financial,ast_allowlist_check,[C5 r1919094] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
1923286,formula_1,dynamic_key_requires_objectToArray_path,[native r1923286] dynamic key feature race_weekends_v2.laps_by_number requires $objectToArray over sessions.race.laps_by_number
1923286,formula_1,feature_path_not_accessed,[native r1923286] dynamic key feature race_weekends_v2.laps_by_number does not access feature path sessions.race.laps_by_number
1923286,formula_1,unresolved_provenance_refs,"[native r1923286] unresolved provenance refs: ['lapTimes', 'results', 'drivers', 'constructors']"
1934362,california_schools,ast_allowlist_check,[C5 r1934362] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
1934362,california_schools,unresolved_provenance_refs,"[native r1934362] unresolved provenance refs: ['schools.GSoffered', 'frpm.Low Grade', 'frpm.High Grade', 'frpm.Percent (%) Eligible FRPM (K-12)']"
1934658,codebase_community,claimed_native_constructs_absent,[native r1934658] claimed native constructs absent from MQL: ['$unwind']
1944682,financial,feature_path_not_accessed,[native r1944682] dynamic key feature party_relationship_graphs.disposition_party_network does not access feature path relationships.members_by_role
1948084,financial,feature_path_not_accessed,[native r1948084] dynamic key feature counterparty_flow_profiles.bank_symbol_flow_matrix does not access feature path flows_by_symbol
2012038,toxicology,ast_allowlist_check,[C5 r2012038] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2013480,student_club,claimed_native_constructs_absent,[native r2013480] claimed native constructs absent from MQL: ['$unwind']
2013480,student_club,unresolved_provenance_refs,[native r2013480] unresolved provenance refs: ['budget.spent']
2015985,student_club,feature_path_not_accessed,[native r2015985] dynamic key feature club_member_accounts_v2.income_by_source does not access feature path finance.income_by_source
2050052,codebase_community,ast_allowlist_check,[C5 r2050052] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2056448,debit_card_specializing,feature_path_not_accessed,[native r2056448] dynamic key feature fuel_customer_spend_profiles.consumption_by_month does not access feature path spend.consumption_by_month
2061444,codebase_community,feature_path_not_accessed,[native r2061444] dynamic key feature user_reputation_profiles.reputation_activity_lattice does not access feature path activity.by_year
2070090,toxicology,ast_allowlist_check,[C5 r2070090] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2088991,student_club,unresolved_provenance_refs,[native r2088991] unresolved provenance refs: ['budget.spent']
2120914,debit_card_specializing,feature_path_not_accessed,[native r2120914] dynamic key feature fuel_product_payment_timeline.product_day_station_buckets does not access feature path payment_timeline.by_date
2121196,student_club,ast_allowlist_check,[C5 r2121196] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2121196,student_club,unresolved_provenance_refs,[native r2121196] unresolved provenance refs: ['budget.spent']
2123864,toxicology,ast_allowlist_check,[C5 r2123864] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2147241,california_schools,ast_allowlist_check,"[C5 r2147241] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2147241,california_schools,unresolved_provenance_refs,"[native r2147241] unresolved provenance refs: ['frpm.Enrollment (K-12)', 'frpm.FRPM Count (K-12)']"
2149731,card_games,feature_path_not_accessed,[native r2149731] dynamic key feature card_print_dossiers.localization_by_language does not access feature path localization.translations_by_language
2149731,card_games,unresolved_provenance_refs,"[native r2149731] unresolved provenance refs: ['foreign_data.language', 'foreign_data.name', 'cards.uuid']"
2162001,student_club,claimed_native_constructs_absent,[native r2162001] claimed native constructs absent from MQL: ['$unwind']
2162001,student_club,unresolved_provenance_refs,[native r2162001] unresolved provenance refs: ['budget.spent']
2216874,codebase_community,claimed_native_constructs_absent,[native r2216874] claimed native constructs absent from MQL: ['$unwind']
2229736,european_football_2,feature_path_not_accessed,[native r2229736] dynamic key feature team_profiles.matches_by_season does not access feature path matches_by_season
2229736,european_football_2,unresolved_provenance_refs,"[native r2229736] unresolved provenance refs: ['Team.team_api_id', 'Match.season', 'Match.home_team_goal', 'Match.away_team_goal']"
2292209,debit_card_specializing,ast_allowlist_check,[C5 r2292209] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2353762,codebase_community,ast_allowlist_check,[C5 r2353762] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2359630,financial,ast_allowlist_check,"[C5 r2359630] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2364071,student_club,feature_path_not_accessed,[native r2364071] dynamic key feature club_event_plans_v2.budget_by_category does not access feature path budget_by_category
2364071,student_club,unresolved_provenance_refs,[native r2364071] unresolved provenance refs: ['budget.spent']
2383942,financial,ast_allowlist_check,[C5 r2383942] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2385837,toxicology,ast_allowlist_check,"[C5 r2385837] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2386089,card_games,unresolved_provenance_refs,"[native r2386089] unresolved provenance refs: ['legalities.format', 'legalities.status', 'cards.uuid']"
2394278,debit_card_specializing,dynamic_key_requires_objectToArray_path,[native r2394278] dynamic key feature fuel_station_market_catalog.station_transactions_by_date requires $objectToArray over transactions_by_date
2394278,debit_card_specializing,feature_path_not_accessed,[native r2394278] dynamic key feature fuel_station_market_catalog.station_transactions_by_date does not access feature path transactions_by_date
2403044,financial,ast_allowlist_check,"[C5 r2403044] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2413263,student_club,ast_allowlist_check,"[C5 r2413263] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2413263,student_club,unresolved_provenance_refs,[native r2413263] unresolved provenance refs: ['budget.spent']
2415570,codebase_community,ast_allowlist_check,[C5 r2415570] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2428852,california_schools,unresolved_provenance_refs,"[native r2428852] unresolved provenance refs: ['schools.GSoffered', 'frpm.Low Grade', 'frpm.High Grade', 'frpm.Percent (%) Eligible FRPM (K-12)']"
2435745,toxicology,ast_allowlist_check,[C5 r2435745] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2438997,financial,ast_allowlist_check,"[C5 r2438997] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2468699,california_schools,ast_allowlist_check,"[C5 r2468699] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2468699,california_schools,unresolved_provenance_refs,"[native r2468699] unresolved provenance refs: ['frpm.Enrollment (K-12)', 'frpm.FRPM Count (K-12)']"
2474334,financial,ast_allowlist_check,"[C5 r2474334] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2499417,card_games,ast_allowlist_check,[C5 r2499417] gold MQL fails its own AST_check: ['forbidden root op present $group']
2499417,card_games,unresolved_provenance_refs,[native r2499417] unresolved provenance refs: ['cards.uuid']
2528331,california_schools,ast_allowlist_check,"[C5 r2528331] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2528331,california_schools,unresolved_provenance_refs,"[native r2528331] unresolved provenance refs: ['frpm.Enrollment (K-12)', 'frpm.FRPM Count (K-12)']"
2536825,student_club,feature_path_not_accessed,[native r2536825] dynamic key feature club_member_accounts_v2.income_by_source does not access feature path finance.income_by_source
2547372,student_club,ast_allowlist_check,[C5 r2547372] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2561350,toxicology,ast_allowlist_check,"[C5 r2561350] gold MQL fails its own AST_check: ['forbidden root op present $group', 'forbidden root op present $unwind']"
2562431,card_games,feature_path_not_accessed,[native r2562431] dynamic key feature card_print_dossiers.rulings_by_year does not access feature path rulings.by_year
2562431,card_games,unresolved_provenance_refs,"[native r2562431] unresolved provenance refs: ['rulings.date', 'rulings.text', 'cards.uuid']"
2590935,debit_card_specializing,ast_allowlist_check,[C5 r2590935] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2602335,formula_1,unresolved_provenance_refs,"[native r2602335] unresolved provenance refs: ['drivers', 'constructors', 'circuits', 'results', 'races']"
2610530,superhero,ast_allowlist_check,[C5 r2610530] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2612798,toxicology,ast_allowlist_check,[C5 r2612798] gold MQL fails its own AST_check: ['forbidden root op present $unwind']
2642592,california_schools,unresolved_provenance_refs,"[native r2642592] unresolved provenance refs: ['satscores.NumTstTakr', 'frpm.FRPM Count (K-12)']"
2660022,student_club,feature_path_not_accessed,[native r2660022] dynamic key feature club_member_accounts_v2.income_by_source does not access feature path finance.income_by_source
